org_code,org_name,org_type,postcode,region_name,is_current,first_month_seen,last_month_seen,months_type1,is_type1_provider,icb_code,icb_name,icb_code_2022,icb_name_2022
P1N3Z,DEEPING SURGICAL,Other provider,,,,202605,202605,0,false,,,,
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS Trust,NN15 7PW,Midlands,true,202104,202401,0,false,,,,
REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NHS Trust,CH63 4JY,North West,true,202104,202605,0,false,,,,
TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Care Trust,BD18 3LD,North East and Yorkshire,true,202104,202605,0,false,,,,
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NHS Trust,SW3 6JJ,London,true,202104,202605,0,false,,,,
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS Trust,DE22 3LZ,Midlands,true,202104,202403,0,false,,,,
RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,NHS Trust,WC1N 3JH,London,true,202104,202605,0,false,,,,
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS Trust,B31 2AP,Midlands,true,202104,202605,0,false,,,,
ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),Other provider,,,,202104,202605,0,false,,,,
NAM01,PROBUS SURGICAL CENTRE,Other provider,,,,202104,202605,0,false,,,,
NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,Other provider,,,,202104,202605,0,false,,,,
NMG,CORA HEALTH MSK (FORMERLY CONNECT HEALTH LTD),Other provider,,,,202104,202605,0,false,,,,
NPG01,SPAMEDICA MANCHESTER,Other provider,,,,202104,202605,0,false,,,,
NPG10,SPAMEDICA SHEFFIELD,Other provider,,,,202104,202605,0,false,,,,
NQH,NOVUS HEALTH LTD,Other provider,,,,202104,202605,0,false,,,,
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Other provider,,,,202104,202605,0,false,,,,
NQTH0,HCRG CARE EAST RIDING LLP,Other provider,,,,202104,202410,0,false,,,,
NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",Other provider,,,,202104,202511,0,false,,,,
NT305,SPIRE PORTSMOUTH HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT348,SPIRE ELLAND HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT411,CLEMENTINE CHURCHILL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT420,HIGHFIELD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT422,LONDON INDEPENDENT HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Other provider,,,,202104,202605,0,false,,,,
NV10Y,NORTH WEST CATS - INHEALTH PATHWAY MANAGEMENT CENTRE,Other provider,,,,202104,202301,0,false,,,,
NVC07,FULWOOD HALL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC12,OAKLANDS HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC28,CLIFTON PARK HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
D3O0Z,PLYMOUTH NEWMEDICA LTD,Other provider,,,,202207,202605,0,false,,,,
I2C7H,SPAMEDICA BRADFORD,Other provider,,,,202304,202605,0,false,,,,
K8I4X,GLENDON WOOD HOSPITAL,Other provider,,,,202305,202605,0,false,,,,
L4R3R,NEWMEDICA - HAMPSHIRE,Other provider,,,,202308,202605,0,false,,,,
NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",Other provider,,,,202407,202605,0,false,,,,
NLG,COMMUNITAS CLINICS,Other provider,,,,202411,202605,0,false,,,,
DPK,THE STONEYGATE EYE HOSPITAL,Other provider,,,,202506,202605,0,false,,,,
NID,THE LIVING CARE GROUP,Other provider,,,,202603,202605,0,false,,,,
R6B6E,ACES DARLINGTON,Other provider,,,,202604,202605,0,false,,,,
S5D8W,ACES MIDDLESBOROUGH,Other provider,,,,202605,202605,0,false,,,,
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS Trust,LN1 1FS,Midlands,true,202104,202605,0,false,,,,
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,NHS Trust,SW17 7DJ,London,true,202104,202402,0,false,,,,
A0C5S,SPAMEDICA GLOUCESTER,Other provider,,,,202104,202605,0,false,,,,
ACG09,NEWMEDICA - BARLBOROUGH,Other provider,,,,202104,202205,0,false,,,,
ACG35,NEWMEDICA - WINTERTON,Other provider,,,,202104,202104,0,false,,,,
ACG37,NEWMEDICA - IPSWICH,Other provider,,,,202104,202605,0,false,,,,
DTT,PHOENIX PUBLIC HEALTH LTD,Other provider,,,,202104,202605,0,false,,,,
NNE,DORKING HEALTHCARE LIMITED (DHC),Other provider,,,,202104,202605,0,false,,,,
NQX01,PROVIDE WELLBEING @ TOLLGATE CLINIC,Other provider,,,,202104,202503,0,false,,,,
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Other provider,,,,202104,202409,0,false,,,,
NT319,SPIRE HARTSWOOD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT432,BMI - THE SANDRINGHAM HOSPITAL,Other provider,,,,202106,202106,0,false,,,,
L9D3Z,SPAMEDICA LEICESTER,Other provider,,,,202109,202605,0,false,,,,
J7V1N,SPAMEDICA SOLIHULL,Other provider,,,,202207,202605,0,false,,,,
J3X4C,SPAMEDICA WORCESTER,Other provider,,,,202403,202605,0,false,,,,
R3I5E,NEWMEDICA -TELFORD,Other provider,,,,202404,202506,0,false,,,,
S4E3I,MIDLAND EYE (EYE-DOCS LTD),Other provider,,,,202502,202605,0,false,,,,
D0V5X,NEWMEDICA - SWINDON MURDOCK ROAD,Other provider,,,,202508,202605,0,false,,,,
AVQ03,ONE HATFIELD HOSPITAL,Other provider,,,,202510,202605,0,false,,,,
H7X1I,ANGLIA COMMUNITY EYE SERVICE - CAMBRIDGE,Other provider,,,,202511,202605,0,false,,,,
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NHS Trust,CB2 0AY,East of England,true,202104,202605,0,false,,,,
ACG38,NEWMEDICA - LANGFORD,Other provider,,,,202104,202605,0,false,,,,
NFH,SOMERSET SURGICAL SERVICES HQ,Other provider,,,,202104,202605,0,false,,,,
NPG19,SPAMEDICA BEDFORD,Other provider,,,,202104,202605,0,false,,,,
NQT5K,ST MARTINS HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT302,SPIRE BRISTOL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT345,SPIRE CLARE PARK HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT437,SLOANE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC22,WINFIELD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NWF01,BENENDEN HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NYW01,ASPEN - THE HOLLY,Other provider,,,,202104,202208,0,false,,,,
M3R0W,SPAMEDICA NORWICH,Other provider,,,,202108,202605,0,false,,,,
G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),Other provider,,,,202109,202605,0,false,,,,
H2K1G,NEWMEDICA - BROMSGROVE,Other provider,,,,202411,202605,0,false,,,,
C5Y9L,NEWMEDICA - BERKSHIRE - BRACKNELL,Other provider,,,,202501,202605,0,false,,,,
U0K8N,CES MEDICAL,Other provider,,,,202508,202605,0,false,,,,
A9P5F,ACES WHITE CITY,Other provider,,,,202511,202605,0,false,,,,
D1V5N,ACES BOLTON,Other provider,,,,202601,202605,0,false,,,,
NNH02,OPTEGRA YORKSHIRE EYE HOSPITAL,Other provider,,,,202603,202605,0,false,,,,
RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,NHS Trust,CB21 5EF,East of England,true,202104,202605,0,false,,,,
RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,NHS Trust,LS11 0DL,North East and Yorkshire,true,202104,202504,0,false,,,,
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS Trust,B7 4BN,Midlands,true,202104,202605,0,false,,,,
ACM,EYE CARE MEDICAL LTD,Other provider,,,,202104,202605,0,false,,,,
AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,Other provider,,,,202104,202605,0,false,,,,
B9M3W,SPAMEDICA SOUTHAMPTON,Other provider,,,,202104,202605,0,false,,,,
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",Other provider,,,,202104,202605,0,false,,,,
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT301,SPIRE SOUTH BANK HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT327,SPIRE MANCHESTER HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT337,SPIRE LIVERPOOL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT448,HUDDERSFIELD PRIVATE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NTE02,ST HUGH'S HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,Other provider,,,,202104,202605,0,false,,,,
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,Other provider,,,,202104,202605,0,false,,,,
NVC25,THE CHERWELL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NYW03,ASPEN - HIGHGATE HOSPITAL,Other provider,,,,202104,202208,0,false,,,,
P1B7M,SPAMEDICA BRISTOL,Other provider,,,,202104,202605,0,false,,,,
NT318,SPIRE NORWICH HOSPITAL,Other provider,,,,202309,202605,0,false,,,,
E1U4T,SPAMEDICA CARLISLE,Other provider,,,,202310,202605,0,false,,,,
A4Q9X,NEWMEDICA LEICESTER,Other provider,,,,202312,202605,0,false,,,,
NVL,DMC DERMATOLOGY,Other provider,,,,202409,202509,0,false,,,,
G4H0I,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,Other provider,,,,202411,202605,0,false,,,,
F7F6D,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,Other provider,,,,202503,202605,0,false,,,,
Z1E5F,NEWMEDICA - HARROGATE,Other provider,,,,202503,202605,0,false,,,,
NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,Other provider,,,,202504,202605,0,false,,,,
R5J3Z,BORDER HEALTH ALLIANCE LIMITED,Other provider,,,,202507,202605,0,false,,,,
NX507,ANGLIA COMMUNITY EYE SERVICE - THETFORD HEALTHY LIVING CENTRE,Other provider,,,,202511,202605,0,false,,,,
T1T4S,ACES BRISTOL,Other provider,,,,202511,202605,0,false,,,,
E6F9I,ACES BRADFORD,Other provider,,,,202601,202605,0,false,,,,
T1I9W,ACES LINCOLN,Other provider,,,,202601,202605,0,false,,,,
X1M4L,ACES MAIDSTONE,Other provider,,,,202601,202605,0,false,,,,
A8L1O,OPTEGRA EYE HOSPITAL LEICESTER,Other provider,,,,202603,202605,0,false,,,,
A9T5Y,RSA (ATHENA SURGICAL CENTRE),Other provider,,,,202605,202605,0,false,,,,
ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),Other provider,,,,202104,202401,0,false,,,,
AHP,ST MICHAEL'S CLINIC LIMITED,Other provider,,,,202104,202605,0,false,,,,
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Other provider,,,,202104,202605,0,false,,,,
NN8,SPENCER PRIVATE HOSPITALS LTD,Other provider,,,,202104,202605,0,false,,,,
NT320,SPIRE PARKWAY HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT344,SPIRE DUNEDIN HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT434,SAXON CLINIC,Other provider,,,,202104,202605,0,false,,,,
NT490,SOUTHEND PRIVATE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC05,EUXTON HALL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC40,WOODTHORPE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NYW02,ASPEN - PARKSIDE HOSPITAL,Other provider,,,,202104,202208,0,false,,,,
H4J9P,NEWMEDICA AZTEC WEST,Other provider,,,,202206,202605,0,false,,,,
M9U8M,ENDOCARE DIAGNOSTICS LTD,Other provider,,,,202409,202605,0,false,,,,
AWR,ONE STOP DOCTORS LIMITED,Other provider,,,,202507,202605,0,false,,,,
U6A5N,ACES CHISWICK,Other provider,,,,202511,202605,0,false,,,,
F4B0R,SPAMEDICA GUILDFORD,Other provider,,,,202512,202605,0,false,,,,
N8Z8E,ACES TORQUAY,Other provider,,,,202601,202605,0,false,,,,
NNH07,OPTEGRA LONDON EYE HOSPITAL,Other provider,,,,202603,202605,0,false,,,,
RY3,EAST OF ENGLAND COMMUNITY HEALTH AND CARE NHS TRUST,NHS Trust,NR2 3TU,East of England,true,202104,202402,0,false,,,,
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,Other provider,,,,202104,202605,0,false,,,,
ACG39,NEWMEDICA - SWINDON,Other provider,,,,202104,202601,0,false,,,,
GEC01,RAPID INVESTIGATION SERVICE,Other provider,,,,202104,202605,0,false,,,,
L6O7H,SPAMEDICA POOLE,Other provider,,,,202104,202605,0,false,,,,
NCR,ISIGHT,Other provider,,,,202104,202605,0,false,,,,
NPG06,SPAMEDICA LIVERPOOL,Other provider,,,,202104,202605,0,false,,,,
NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,Other provider,,,,202104,202605,0,false,,,,
NR5,LIVEWELL SOUTHWEST,Other provider,,,,202104,202605,0,false,,,,
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",Other provider,,,,202104,202605,0,false,,,,
NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),Other provider,,,,202104,202605,0,false,,,,
NT332,SPIRE LEEDS HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT364,SPIRE MONTEFIORE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT433,SARUM ROAD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,Other provider,,,,202104,202605,0,false,,,,
NV302,CIRCLE BATH HOSPITAL,Other provider,,,,202104,202108,0,false,,,,
NVC15,PINEHILL HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC29,COBALT HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NWX,HERE,Other provider,,,,202104,202411,0,false,,,,
T8R5I,SPAMEDICA WOKINGHAM,Other provider,,,,202104,202605,0,false,,,,
A1D1B,SPAMEDICA WEMBLEY,Other provider,,,,202504,202605,0,false,,,,
K3V9U,SPAMEDICA STEVENAGE COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,Other provider,,,,202512,202605,0,false,,,,
K7J9E,ANGLIA COMMUNITY EYE SERVICE - NORWICH,Other provider,,,,202512,202605,0,false,,,,
B6Z0N,OPTEGRA EYE HOSPITAL UTTOXETER,Other provider,,,,202603,202605,0,false,,,,
NNH06,OPTEGRA (SOLENT EYE HOSPITAL),Other provider,,,,202603,202605,0,false,,,,
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Other provider,,,,202104,202605,0,false,,,,
ACG30,NEWMEDICA - WORKSOP - DUKERIES,Other provider,,,,202104,202605,0,false,,,,
ACG31,NEWMEDICA - WORCESTER,Other provider,,,,202104,202605,0,false,,,,
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Other provider,,,,202104,202605,0,false,,,,
NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),Other provider,,,,202104,202605,0,false,,,,
NPG20,SPAMEDICA WOLVERHAMPTON,Other provider,,,,202104,202605,0,false,,,,
NQA,PROVIDE,Other provider,,,,202104,202401,0,false,,,,
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",Other provider,,,,202104,202605,0,false,,,,
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT322,SPIRE LEICESTER HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT427,PARK HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT431,RUNNYMEDE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NTX,THE ONE HEALTH GROUP PLC,Other provider,,,,202104,202605,0,false,,,,
NVC0I,BEACON PARK HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
B9J4U,SPAMEDICA PETERBOROUGH,Other provider,,,,202107,202605,0,false,,,,
G3O5P,SPAMEDICA NEWARK,Other provider,,,,202107,202605,0,false,,,,
M7C9Q,SPAMEDICA EPSOM,Other provider,,,,202110,202605,0,false,,,,
ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,Other provider,,,,202204,202605,0,false,,,,
B3M1X,CLAREMONT PRIVATE HOSPITAL,Other provider,,,,202302,202605,0,false,,,,
8KL73,ENDOCARE DIAGNOSTICS,Other provider,,,,202406,202408,0,false,,,,
T4I8V,SPAMEDICA CHESTERFIELD,Other provider,,,,202406,202605,0,false,,,,
S3H9L,THE HAMPTONS HOSPITAL LTD,Other provider,,,,202409,202605,0,false,,,,
H1T2P,SPAMEDICA SWINDON,Other provider,,,,202410,202605,0,false,,,,
M6L9D,NEWMEDICA - NOTTINGHAM - KEYWORTH,Other provider,,,,202508,202605,0,false,,,,
H4Y7F,SPAMEDICA DORCHESTER,Other provider,,,,202509,202605,0,false,,,,
V3J9W,PASTEL HEALTH,Other provider,,,,202510,202605,0,false,,,,
N1M9Z,ACES EXETER,Other provider,,,,202511,202605,0,false,,,,
X7M7U,ACES LAKESIDE,Other provider,,,,202512,202605,0,false,,,,
N1L8R,ACES MANCHESTER ST JOHNS STREET,Other provider,,,,202601,202605,0,false,,,,
S8O6A,ACES MANCHESTER TRAFFORD,Other provider,,,,202601,202605,0,false,,,,
ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Other provider,,,,202104,202605,0,false,,,,
NEJ01,HAND TO ELBOW CLINIC (BATH),Other provider,,,,202104,202104,0,false,,,,
NNF,CITY HEALTH CARE PARTNERSHIP CIC,Other provider,,,,202104,202401,0,false,,,,
NPG13,SPAMEDICA SKELMERSDALE,Other provider,,,,202104,202605,0,false,,,,
NPG18,SPAMEDICA HULL,Other provider,,,,202104,202605,0,false,,,,
NT312,SPIRE ALEXANDRA HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT324,SPIRE CHESHIRE HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT325,SPIRE MURRAYFIELD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT402,BATH CLINIC,Other provider,,,,202104,202605,0,false,,,,
NT410,CHILTERN HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NT419,HARBOUR HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC01,ASHTEAD HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC08,MOUNT STUART HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC11,NORTH DOWNS HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC16,RENACRES HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVC20,THE YORKSHIRE CLINIC,Other provider,,,,202104,202605,0,false,,,,
NVC23,WOODLAND HOSPITAL,Other provider,,,,202104,202605,0,false,,,,
NVG01,FAIRFIELD HOSPITAL,Other provider,,,,202104,202503,0,false,,,,
NVM,EPSOMEDICAL GROUP,Other provider,,,,202104,202605,0,false,,,,
NWV01,COHESE HEALTHCARE,Other provider,,,,202104,202605,0,false,,,,
NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,Other provider,,,,202104,202605,0,false,,,,
NYW04,ASPEN - CLAREMONT HOSPITAL,Other provider,,,,202104,202212,0,false,,,,
Q1S8W,NEWMEDICA - BURY ST EDMUNDS,Other provider,,,,202105,202508,0,false,,,,
NX1,OPEROSE HEALTH (GROUP) UK LIMITED,Other provider,,,,202206,202305,0,false,,,,
B1A5K,NEWMEDICA - NOTTINGHAM,Other provider,,,,202307,202605,0,false,,,,
NPR01,ABOUT HEALTH HQ,Other provider,,,,202406,202605,0,false,,,,
ADF01,NORTHWEST DIAGNOSTIC & TREATMENT SERVICES (MANOR HOUSE SURGERY),Other provider,,,,202411,202502,0,false,,,,
F1Y1H,NEWMEDICA - CHESHIRE OAKS,Other provider,,,,202412,202605,0,false,,,,
M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,Other provider,,,,202502,202605,0,false,,,,
D2L5T,ACES LIVERPOOL,Other provider,,,,202511,202605,0,false,,,,
O9Q4E,ANGLIA COMMUNITY EYE SERVICE - PETERBOROUGH,Other provider,,,,202511,202605,0,false,,,,
I7Q4A,OPTEGRA EYE HOSPITAL WEST LONDON,Other provider,,,,202603,202605,0,false,,,,
M2O7D,OPTEGRA EYE HOSPITAL COLCHESTER,Other provider,,,,202603,202605,0,false,,,,
