region,month_key,month_start,is_winter,winter_label,cat1_mean_sec,cat2_mean_sec,cat1_incidents,cat2_incidents
Y59,202510,2025-10-01,false,,507.9695801646005,1794.1582715105162,9599.0,65375.0
Y61,202511,2025-11-01,false,,538.0,2247.0,8149.0,44168.0
Y58,202511,2025-11-01,false,,526.0,1862.0,8405.0,42467.0
Y56,202601,2026-01-01,true,2025-26,422.0,1943.0,14731.0,63249.0
Y63,202601,2026-01-01,true,2025-26,440.08003323179173,1452.3940067277722,10833.0,64806.0
Y58,202603,2026-03-01,false,,534.0,1815.0,8878.0,42804.0
Y56,202606,2026-06-01,false,,425.0,1980.0,15282.0,60787.0
Y62,202606,2026-06-01,false,,423.0,1628.0,10885.0,47793.0
Y61,202606,2026-06-01,false,,531.0,2253.0,8646.0,44344.0
Y61,201708,2017-08-01,false,,,,,
Y63,201709,2017-09-01,false,,434.0,1279.0,8506.0,30731.0
Y60,201711,2017-11-01,false,,457.6276342893361,1336.7493964059045,12622.0,69169.0
Y58,201712,2017-12-01,true,2017-18,620.0,2236.0,5634.0,42115.0
Y59,201804,2018-04-01,false,,423.8396177237185,916.4331843125623,5755.0,47197.0
Y60,201806,2018-06-01,false,,427.7542773935202,1260.9815429106065,10988.0,70542.0
Y61,201806,2018-06-01,false,,518.0,1576.0,6649.0,37122.0
Y62,201810,2018-10-01,false,,481.0,1478.0,8606.0,51063.0
Y62,201811,2018-11-01,false,,462.0,1394.0,8360.0,50763.0
Y58,201811,2018-11-01,false,,418.0,1691.0,4439.0,39948.0
Y63,201903,2019-03-01,false,,392.06205559146736,1185.4106530674899,7735.0,58631.0
Y62,201904,2019-04-01,false,,448.0,1401.0,9360.0,51539.0
Y63,201909,2019-09-01,false,,411.3843669250646,1342.140704225352,7740.0,56800.0
Y61,201911,2019-11-01,false,,504.0,1899.0,7929.0,44260.0
Y59,201912,2019-12-01,true,2019-20,464.8333333333333,1261.395375205132,8454.0,67030.0
Y56,202008,2020-08-01,false,,363.0,852.0,7886.0,57305.0
Y56,202009,2020-09-01,false,,346.0,1013.0,7511.0,57842.0
Y63,202010,2020-10-01,false,,484.3769822200865,1816.7534156702586,8324.0,60969.0
Y63,202012,2020-12-01,true,2020-21,454.0074036252234,1612.7823096332654,7834.0,57862.0
Y56,202103,2021-03-01,false,,321.0,795.0,6848.0,56951.0
Y63,202103,2021-03-01,false,,420.02819087029616,1296.1944866852918,7733.0,56554.0
Y60,202105,2021-05-01,false,,438.4141857011527,1402.9173489278753,14141.0,92340.0
Y59,202106,2021-06-01,false,,475.05090171806637,1420.719204940545,9371.0,62989.0
Y56,202108,2021-08-01,false,,418.0,2354.0,9678.0,59761.0
Y61,202108,2021-08-01,false,,551.0,2463.0,7179.0,46562.0
Y60,202204,2022-04-01,false,,537.3063180827887,3709.427589284637,18360.0,82909.0
Y56,202205,2022-05-01,false,,420.0,2505.0,11312.0,55185.0
Y61,202207,2022-07-01,false,,666.0,4697.0,8954.0,36520.0
Y62,202210,2022-10-01,false,,559.0,3483.0,9693.0,50566.0
Y61,202212,2022-12-01,true,2022-23,715.0,7558.0,11225.0,33983.0
Y63,202302,2023-02-01,true,2022-23,479.56346500902345,1692.2323827480557,9974.0,50916.0
Y63,202303,2023-03-01,false,,510.7398933425082,2109.2671447781263,11626.0,58006.0
Y56,202304,2023-04-01,false,,429.0,1870.0,11540.0,50876.0
Y61,202309,2023-09-01,false,,544.0,2717.0,8021.0,39569.0
Y59,202401,2024-01-01,true,2023-24,508.09790134141065,1961.630442307403,9244.0,66447.0
Y59,202403,2024-03-01,false,,510.15078927033886,1727.4113443153863,9059.0,64226.0
Y60,202406,2024-06-01,false,,516.5038537372288,1994.5811401765127,16737.0,75462.0
Y56,202509,2025-09-01,false,,428.0,1896.0,13583.0,58227.0
Y63,202511,2025-11-01,false,,450.12748464040476,1641.0837143409105,11068.0,62116.0
Y59,202601,2026-01-01,true,2025-26,512.6777832756061,1910.5761589403974,10105.0,69309.0
Y62,202601,2026-01-01,true,2025-26,423.0,1968.0,10903.0,50599.0
Y60,202601,2026-01-01,true,2025-26,524.2418607280126,2412.5379275984283,17692.0,88313.0
Y61,202603,2026-03-01,false,,489.0,1695.0,8176.0,44964.0
Y56,202604,2026-04-01,false,,405.0,1492.0,13727.0,58270.0
Y63,202604,2026-04-01,false,,428.82058332514976,1249.1410064860875,10183.0,56891.0
Y61,202604,2026-04-01,false,,484.0,1641.0,7761.0,43329.0
Y60,202606,2026-06-01,false,,515.8625447112928,1881.569202343617,17613.0,82266.0
